assembly_version	biosample_accession	bioproject_accession	organism	genus	n_arg_occurrences	n_plasmid_args	n_chromosomal_args	pct_plasmid	n_distinct_families	n_arg_bearing_replicons	n_arg_bearing_plasmids
GCA_012935065.1	SAMN14420253	PRJNA613821	Acinetobacter baumannii	Acinetobacter	13	1	12	7.692	11	2	1
GCA_012935085.1	SAMN14420254	PRJNA613824	Acinetobacter baumannii	Acinetobacter	22	14	8	63.636	17	2	1
GCA_012935105.1	SAMN14420255	PRJNA613825	Acinetobacter baumannii	Acinetobacter	22	14	8	63.636	17	2	1
GCA_012935125.1	SAMN14422682	PRJNA613957	Acinetobacter baumannii	Acinetobacter	20	14	6	70.0	15	2	1
GCA_012935145.1	SAMN14410111	PRJNA613590	Acinetobacter baumannii	Acinetobacter	17	0	17	0.0	13	1	0
GCA_012935165.1	SAMN14414747	PRJNA613675	Acinetobacter baumannii	Acinetobacter	14	1	13	7.143	11	2	1
GCA_012935185.1	SAMN14414778	PRJNA613681	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_012974585.1	SAMN14072279	PRJNA605582	Acinetobacter baumannii	Acinetobacter	20	11	9	55.0	16	2	1
GCA_012974845.1	SAMN12057668	PRJNA548859	Acinetobacter baumannii	Acinetobacter	9	0	9	0.0	8	1	0
GCA_013122135.1	SAMN14846460	PRJNA630840	Acinetobacter lactucae	Acinetobacter	2	0	2	0.0	2	1	0
GCA_013283995.1	SAMN14258344	PRJNA609701	Klebsiella michiganensis	Klebsiella	3	0	3	0.0	3	1	0
GCA_013305465.1	SAMN14859482	PRJNA631347	Acinetobacter baumannii	Acinetobacter	17	0	17	0.0	14	1	0
GCA_013343215.1	SAMN11349729	PRJNA531082	Acinetobacter sp.	Acinetobacter	5	5	0	100.0	5	2	2
GCA_013372085.1	SAMN14779651	PRJNA629538	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_013374795.1	SAMN15195663	PRJNA638470	Acinetobacter sp.	Acinetobacter	1	0	1	0.0	1	1	0
GCA_013376855.2	SAMN15344688	PRJNA641163	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	12	1	0
GCA_013377175.1	SAMN13565236	PRJNA595709	Acinetobacter baumannii	Acinetobacter	11	8	3	72.727	10	3	2
GCA_013377395.1	SAMN09842420	PRJNA353728	Klebsiella pneumoniae	Klebsiella	23	19	4	82.609	22	4	3
GCA_013394265.1	SAMN12860376	PRJNA574573	Acinetobacter baumannii	Acinetobacter	11	1	10	9.091	10	2	1
GCA_013394285.1	SAMN12859885	PRJNA574548	Acinetobacter baumannii	Acinetobacter	20	17	3	85.0	15	3	2
GCA_013403505.1	SAMN15437745	PRJNA643902	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_013416255.1	SAMN14833494	PRJNA630392	Acinetobacter baumannii	Acinetobacter	12	7	5	58.333	12	2	1
GCA_013416275.1	SAMN14833556	PRJNA630397	Acinetobacter baumannii	Acinetobacter	10	7	3	70.0	10	2	1
GCA_013733565.1	SAMN15148683	PRJNA605147	Enterobacter roggenkampii	Enterobacter	4	0	4	0.0	4	1	0
GCA_013733775.1	SAMN15148673	PRJNA605147	Klebsiella oxytoca	Klebsiella	3	0	3	0.0	3	1	0
GCA_013736615.1	SAMN15148625	PRJNA605147	Enterobacter cloacae	Enterobacter	4	0	4	0.0	4	1	0
GCA_013737205.1	SAMN15148619	PRJNA605147	Klebsiella oxytoca	Klebsiella	3	0	3	0.0	3	1	0
GCA_013737895.1	SAMN15148609	PRJNA605147	Klebsiella oxytoca	Klebsiella	3	0	3	0.0	3	1	0
GCA_013739155.1	SAMN15148680	PRJNA605147	Enterobacter cloacae	Enterobacter	4	0	4	0.0	4	1	0
GCA_013743505.1	SAMN15148547	PRJNA605147	Enterobacter hormaechei	Enterobacter	1	1	0	100.0	1	1	1
GCA_013747515.1	SAMN15148647	PRJNA605147	Klebsiella oxytoca	Klebsiella	4	0	4	0.0	4	1	0
GCA_013747975.1	SAMN15148640	PRJNA605147	Enterobacter cloacae	Enterobacter	3	0	3	0.0	3	1	0
GCA_013750175.1	SAMN15148601	PRJNA605147	Enterobacter cloacae	Enterobacter	5	1	4	20.0	5	2	1
GCA_013751295.1	SAMN15148592	PRJNA605147	Klebsiella oxytoca	Klebsiella	16	12	4	75.0	16	2	1
GCA_013784845.1	SAMN15148636	PRJNA605147	Klebsiella oxytoca	Klebsiella	4	0	4	0.0	4	1	0
GCA_013787185.1	SAMN15541804	PRJNA646375	Acinetobacter baumannii	Acinetobacter	4	1	3	25.0	4	2	1
GCA_014159355.1	SAMD00194470	PRJDB6962	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_014168695.1	SAMD00194360	PRJDB6962	Acinetobacter pittii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_014169655.1	SAMD00194616	PRJDB6962	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_014169935.1	SAMD00194714	PRJDB6962	Acinetobacter sp.	Acinetobacter	3	0	3	0.0	3	1	0
GCA_014171935.1	SAMN15637465	PRJNA648287	Acinetobacter baumannii	Acinetobacter	12	10	2	83.333	10	2	1
GCA_014250455.1	SAMN15338426	PRJNA640942	Acinetobacter venetianus	Acinetobacter	14	12	2	85.714	12	3	2
GCA_014267385.1	SAMN15819058	PRJNA657198	Acinetobacter baumannii	Acinetobacter	13	0	13	0.0	11	1	0
GCA_014322245.1	SAMN13884837	PRJNA602169	Acinetobacter baumannii	Acinetobacter	11	8	3	72.727	10	2	1
GCA_014655455.2	SAMN14379855	PRJNA353728	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	10	4	3
GCA_014672735.1	SAMN15507634	PRJNA645521	Acinetobacter baumannii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_014672755.1	SAMN15507635	PRJNA645521	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_014672775.1	SAMN15507625	PRJNA645521	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_014672795.1	SAMN15666523	PRJNA649425	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCA_014705785.1	SAMN12413929	PRJNA300270	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	13	1	0
GCA_014705805.1	SAMN12391854	PRJNA300270	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	13	1	0
GCA_014705825.1	SAMN12391537	PRJNA300270	Acinetobacter baumannii	Acinetobacter	19	0	19	0.0	16	1	0
GCA_014705845.1	SAMN12391535	PRJNA300270	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	13	1	0
GCA_014705865.1	SAMN12391534	PRJNA300270	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	12	1	0
GCA_014705885.1	SAMN12391536	PRJNA300270	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	13	1	0
GCA_014705985.1	SAMN16095455	PRJNA660930	Acinetobacter baumannii	Acinetobacter	3	1	2	33.333	2	2	1
GCA_014717515.1	SAMN16092246	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014717695.1	SAMN16092247	PRJNA662665	Acinetobacter seifertii	Acinetobacter	4	2	2	50.0	4	2	1
GCA_014717935.1	SAMN16092244	PRJNA662665	Acinetobacter seifertii	Acinetobacter	13	12	1	92.308	9	3	2
GCA_014718155.1	SAMN16092245	PRJNA662665	Acinetobacter seifertii	Acinetobacter	9	7	2	77.778	9	2	1
GCA_014718355.1	SAMN16092243	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014718535.1	SAMN16092242	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014718755.1	SAMN16092241	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_014718955.1	SAMN16092240	PRJNA662665	Acinetobacter seifertii	Acinetobacter	11	10	1	90.909	11	2	1
GCA_014719215.1	SAMN16092239	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014719435.1	SAMN16092238	PRJNA662665	Acinetobacter seifertii	Acinetobacter	8	7	1	87.5	8	4	3
GCA_014719655.1	SAMN16092237	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014719835.1	SAMN16092236	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014720075.1	SAMN16092235	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014720295.1	SAMN16092234	PRJNA662665	Acinetobacter seifertii	Acinetobacter	9	7	2	77.778	8	4	3
GCA_014720495.1	SAMN16092232	PRJNA662665	Acinetobacter seifertii	Acinetobacter	7	6	1	85.714	7	3	2
GCA_014720715.1	SAMN16092231	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014720855.1	SAMN16092230	PRJNA662665	Acinetobacter seifertii	Acinetobacter	7	6	1	85.714	7	3	2
GCA_014721075.1	SAMN16092229	PRJNA662665	Acinetobacter seifertii	Acinetobacter	8	7	1	87.5	8	4	3
GCA_014721215.1	SAMN16092228	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014721415.1	SAMN16092227	PRJNA662665	Acinetobacter seifertii	Acinetobacter	8	7	1	87.5	8	4	3
GCA_014721575.1	SAMN16092225	PRJNA662665	Acinetobacter seifertii	Acinetobacter	8	7	1	87.5	8	4	3
GCA_014721815.1	SAMN16092224	PRJNA662665	Acinetobacter seifertii	Acinetobacter	8	7	1	87.5	8	4	3
GCA_014722015.1	SAMN16092223	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014722275.1	SAMN16092222	PRJNA662665	Acinetobacter seifertii	Acinetobacter	3	2	1	66.667	3	3	2
GCA_014722535.1	SAMN16092221	PRJNA662665	Acinetobacter seifertii	Acinetobacter	7	6	1	85.714	7	3	2
GCA_014722775.1	SAMN16092220	PRJNA662665	Acinetobacter seifertii	Acinetobacter	3	2	1	66.667	3	3	2
GCA_014723035.1	SAMN16092219	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014723055.1	SAMN16092218	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014723075.1	SAMN16092217	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014723095.1	SAMN16092215	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014723115.1	SAMN16092216	PRJNA662665	Acinetobacter seifertii	Acinetobacter	13	12	1	92.308	12	2	1
GCA_014723135.1	SAMN16092214	PRJNA662665	Acinetobacter seifertii	Acinetobacter	2	1	1	50.0	2	2	1
GCA_014723155.1	SAMN16092213	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014723175.1	SAMN16092212	PRJNA662665	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_014723195.1	SAMN16092211	PRJNA662665	Acinetobacter seifertii	Acinetobacter	7	6	1	85.714	7	3	2
GCA_014723215.1	SAMN16092210	PRJNA662665	Acinetobacter seifertii	Acinetobacter	10	9	1	90.0	10	3	2
GCA_014788525.1	SAMN16092226	PRJNA662665	Acinetobacter seifertii	Acinetobacter	6	5	1	83.333	6	2	1
GCA_014874575.1	SAMN15574350	PRJNA647049	Acinetobacter baumannii	Acinetobacter	13	10	3	76.923	12	3	2
GCA_014880215.2	SAMN16351204	PRJNA667024	Acinetobacter baumannii	Acinetobacter	10	2	8	20.0	8	2	1
GCA_014881055.2	SAMN16351130	PRJNA667024	Acinetobacter baumannii	Acinetobacter	7	1	6	14.286	6	2	1
GCA_014882805.2	SAMN16351083	PRJNA667024	Acinetobacter baumannii	Acinetobacter	5	2	3	40.0	4	2	1
GCA_015135635.1	SAMD00195896	PRJDB9036	Klebsiella planticola	Klebsiella	9	6	3	66.667	8	2	1
GCA_015137855.1	SAMD00195978	PRJDB9036	Enterobacter cloacae	Enterobacter	4	0	4	0.0	4	1	0
GCA_015217905.1	SAMN13979600	PRJNA604696	Acinetobacter indicus	Acinetobacter	31	7	24	22.581	15	2	1
GCA_015218165.1	SAMN13979601	PRJNA604696	Acinetobacter piscicola	Acinetobacter	9	9	0	100.0	9	4	4
GCA_015218525.1	SAMN13979602	PRJNA604696	Acinetobacter sp.	Acinetobacter	12	7	5	58.333	9	2	1
GCA_015218885.1	SAMN13979603	PRJNA604696	Acinetobacter indicus	Acinetobacter	9	4	5	44.444	6	3	2
GCA_015224645.1	SAMN16550521	PRJNA671750	Acinetobacter sp.	Acinetobacter	3	0	3	0.0	3	1	0
GCA_015278035.1	SAMN16539844	PRJNA671654	Klebsiella quasipneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCA_015284345.1	SAMN16560599	PRJNA672205	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCA_015285425.1	SAMN16560598	PRJNA672205	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCA_015318225.2	SAMN15546747	PRJNA353728	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	10	4	3
GCA_015356075.1	SAMN16574826	PRJNA672694	Acinetobacter baumannii	Acinetobacter	9	0	9	0.0	7	1	0
GCA_015475915.1	SAMN16246830	PRJNA665234	Klebsiella pneumoniae	Klebsiella	12	8	4	66.667	12	2	1
GCA_015476055.1	SAMN16539243	PRJNA671627	Klebsiella variicola	Klebsiella	5	0	5	0.0	5	1	0
GCA_015571935.1	SAMN16304032	PRJNA662792	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_015602645.1	SAMN15522025	PRJNA645977	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_015602685.1	SAMN15522027	PRJNA645977	Acinetobacter nosocomialis	Acinetobacter	1	0	1	0.0	1	1	0
GCA_015602705.1	SAMN15522024	PRJNA645977	Acinetobacter lwoffii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_015644745.1	SAMN16709461	PRJNA675551	Klebsiella pneumoniae	Klebsiella	3	1	2	33.333	3	2	1
GCA_015732435.1	SAMN15778733	PRJNA640471	Acinetobacter baumannii	Acinetobacter	16	0	16	0.0	14	1	0
GCA_015870765.1	SAMN15735522	PRJNA641163	Acinetobacter baumannii	Acinetobacter	17	0	17	0.0	14	1	0
GCA_015870965.1	SAMN15738014	PRJNA641163	Acinetobacter baumannii	Acinetobacter	17	0	17	0.0	14	1	0
GCA_015910475.1	SAMN08687991	PRJNA437968	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_016027055.1	SAMN13450440	PRJNA231221	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_016064815.1	SAMN17035494	PRJNA565663	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_016127515.1	SAMN16357205	PRJNA231221	Acinetobacter baumannii	Acinetobacter	14	0	14	0.0	10	1	0
GCA_016350005.1	SAMN17073618	PRJNA684975	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_016350065.1	SAMN17073617	PRJNA684975	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_016350085.1	SAMN17073615	PRJNA684975	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_016350105.1	SAMN17073616	PRJNA684975	Acinetobacter baumannii	Acinetobacter	12	0	12	0.0	10	1	0
GCA_016576845.1	SAMN17007568	PRJNA682779	Acinetobacter bereziniae	Acinetobacter	7	6	1	85.714	6	2	1
GCA_016576965.1	SAMN17007570	PRJNA682779	Acinetobacter bereziniae	Acinetobacter	8	5	3	62.5	8	2	1
GCA_016599715.1	SAMN17142163	PRJNA687053	Acinetobacter sp.	Acinetobacter	11	10	1	90.909	11	2	1
GCA_016607565.1	SAMN15944884	PRJNA660300	Acinetobacter variabilis	Acinetobacter	23	21	2	91.304	17	3	2
GCA_016725945.1	SAMN16357262	PRJNA231221	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_016726625.1	SAMN16357263	PRJNA231221	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_016728805.1	SAMN16357261	PRJNA231221	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_016753995.2	SAMN10353622	PRJNA503173	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	13	5	4
GCA_016797255.2	SAMN17600204	PRJNA395086	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	17	4	3
GCA_016804045.1	SAMN15055972	PRJNA635893	Acinetobacter pittii	Acinetobacter	13	10	3	76.923	13	2	1
GCA_016845885.1	SAMN17734275	PRJNA698660	Pseudomonas putida	Pseudomonas	3	0	3	0.0	3	1	0
GCA_016864295.1	SAMN15501054	PRJNA644570	Acinetobacter baumannii	Acinetobacter	16	0	16	0.0	15	1	0
GCA_016864315.2	SAMN15501056	PRJNA644570	Acinetobacter baumannii	Acinetobacter	15	1	14	6.667	12	2	1
GCA_016864335.2	SAMN15501055	PRJNA644570	Acinetobacter baumannii	Acinetobacter	14	1	13	7.143	13	2	1
GCA_016864915.1	SAMN15501316	PRJNA644570	Acinetobacter baumannii	Acinetobacter	6	2	4	33.333	4	3	2
GCA_016865465.1	SAMD00169927	PRJDB8068	Acinetobacter baumannii	Acinetobacter	10	0	10	0.0	8	1	0
GCA_016889305.1	SAMN16357359	PRJNA231221	Acinetobacter pittii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_016889345.1	SAMN16357357	PRJNA231221	Acinetobacter pittii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_016889825.1	SAMN16357356	PRJNA231221	Acinetobacter pittii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_016890065.1	SAMN16357358	PRJNA231221	Acinetobacter pittii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_016903135.1	SAMN16357502	PRJNA231221	Acinetobacter baumannii	Acinetobacter	13	2	11	15.385	9	2	1
GCA_016903215.1	SAMN16357501	PRJNA231221	Acinetobacter baumannii	Acinetobacter	15	0	15	0.0	14	1	0
GCA_016919505.2	SAMN17898087	PRJNA701627	Acinetobacter baumannii	Acinetobacter	14	10	4	71.429	13	2	1
GCA_016919525.2	SAMN17898088	PRJNA701627	Acinetobacter baumannii	Acinetobacter	19	15	4	78.947	13	2	1
GCA_016922515.2	SAMN17864806	PRJNA701400	Pseudomonas aeruginosa	Pseudomonas	15	0	15	0.0	13	1	0
GCA_016923395.2	SAMN17864764	PRJNA701400	Pseudomonas aeruginosa	Pseudomonas	9	0	9	0.0	8	1	0
GCA_016924255.2	SAMN17864754	PRJNA701400	Pseudomonas aeruginosa	Pseudomonas	9	0	9	0.0	9	1	0
GCA_016924475.2	SAMN17864736	PRJNA701400	Pseudomonas aeruginosa	Pseudomonas	14	0	14	0.0	11	1	0
GCA_016924585.2	SAMN17864728	PRJNA701400	Pseudomonas aeruginosa	Pseudomonas	9	0	9	0.0	8	1	0
GCA_016939475.1	SAMN16357360	PRJNA231221	Acinetobacter calcoaceticus	Acinetobacter	2	0	2	0.0	2	1	0
GCA_017068175.1	SAMN17981369	PRJNA702880	Acinetobacter johnsonii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_017096325.2	SAMN15538706	PRJNA646312	Acinetobacter baumannii	Acinetobacter	13	1	12	7.692	11	2	1
GCA_017096345.2	SAMN15538703	PRJNA646312	Acinetobacter baumannii	Acinetobacter	11	1	10	9.091	9	2	1
GCA_017096365.2	SAMN15538704	PRJNA646312	Acinetobacter baumannii	Acinetobacter	11	1	10	9.091	9	2	1
GCA_017096385.2	SAMN15538701	PRJNA646312	Acinetobacter baumannii	Acinetobacter	16	1	15	6.25	14	2	1
GCA_017096405.2	SAMN15538705	PRJNA646312	Acinetobacter baumannii	Acinetobacter	13	1	12	7.692	11	2	1
GCA_017096425.2	SAMN15538702	PRJNA646312	Acinetobacter baumannii	Acinetobacter	17	1	16	5.882	14	2	1
GCA_017098185.2	SAMN15538699	PRJNA646312	Acinetobacter baumannii	Acinetobacter	12	1	11	8.333	9	2	1
GCA_017098205.2	SAMN15538700	PRJNA646312	Acinetobacter baumannii	Acinetobacter	22	1	21	4.545	17	2	1
GCA_017098225.2	SAMN15538698	PRJNA646312	Acinetobacter baumannii	Acinetobacter	19	1	18	5.263	16	2	1
GCA_017098245.2	SAMN15538697	PRJNA646312	Acinetobacter baumannii	Acinetobacter	12	1	11	8.333	9	2	1
GCA_017098265.2	SAMN15538696	PRJNA646312	Acinetobacter baumannii	Acinetobacter	12	1	11	8.333	9	2	1
GCA_017132735.1	SAMN18035028	PRJNA704212	Acinetobacter indicus	Acinetobacter	8	0	8	0.0	8	1	0
GCA_017309425.1	SAMN16275415	PRJNA665940	Acinetobacter indicus	Acinetobacter	26	8	18	30.769	10	2	1
GCA_017309445.1	SAMN16275416	PRJNA665940	Acinetobacter indicus	Acinetobacter	6	0	6	0.0	5	1	0
GCA_017347405.1	SAMD00282210	PRJDB11244	Enterobacter cloacae	Enterobacter	4	1	3	25.0	4	2	1
GCA_017498585.1	SAMN16439931	PRJNA669159	Acinetobacter towneri	Acinetobacter	11	11	0	100.0	9	2	2
GCA_017498605.1	SAMN16439932	PRJNA669159	Acinetobacter towneri	Acinetobacter	10	10	0	100.0	9	1	1
GCA_017498625.1	SAMN16439933	PRJNA669159	Acinetobacter towneri	Acinetobacter	9	9	0	100.0	9	1	1
GCA_017639875.1	SAMN18396008	PRJNA716155	Acinetobacter baumannii	Acinetobacter	20	15	5	75.0	17	4	3
GCA_017723975.1	SAMN18452234	PRJNA716781	Acinetobacter baumannii	Acinetobacter	20	14	6	70.0	17	4	3
GCA_017724115.1	SAMN18452334	PRJNA716782	Acinetobacter baumannii	Acinetobacter	20	14	6	70.0	17	4	3
GCA_017724155.1	SAMN18452342	PRJNA716785	Acinetobacter baumannii	Acinetobacter	21	15	6	71.429	17	4	3
GCA_017724195.1	SAMN18452659	PRJNA716790	Acinetobacter baumannii	Acinetobacter	20	15	5	75.0	17	4	3
GCA_017724215.1	SAMN18452698	PRJNA716794	Acinetobacter baumannii	Acinetobacter	20	14	6	70.0	17	4	3
GCA_017726495.1	SAMN18452699	PRJNA716795	Acinetobacter baumannii	Acinetobacter	21	15	6	71.429	17	4	3
GCA_017726555.1	SAMN18452712	PRJNA716802	Acinetobacter baumannii	Acinetobacter	20	14	6	70.0	17	4	3
GCA_017726575.1	SAMN18452713	PRJNA716803	Acinetobacter baumannii	Acinetobacter	5	1	4	20.0	4	2	1
GCA_017742855.1	SAMN18451305	PRJNA716762	Acinetobacter baumannii	Acinetobacter	20	15	5	75.0	17	4	3
GCA_017753625.1	SAMN18498586	PRJNA716893	Acinetobacter baumannii	Acinetobacter	12	9	3	75.0	10	3	2
GCA_018135585.1	SAMN18498587	PRJNA716893	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_018138965.1	SAMN18781100	PRJNA722603	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_018139125.1	SAMN18781099	PRJNA722602	Acinetobacter soli	Acinetobacter	1	0	1	0.0	1	1	0
GCA_018140695.1	SAMN18793507	PRJNA353728	Klebsiella pneumoniae	Klebsiella	8	4	4	50.0	8	2	1
GCA_018140715.1	SAMN18793521	PRJNA353728	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	11	3	2
GCA_018324105.1	SAMD00294604	PRJDB11476	Acinetobacter bouvetii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_018336855.1	SAMN15647988	PRJNA648772	Acinetobacter junii	Acinetobacter	3	3	0	100.0	3	1	1
GCA_018383735.5	SAMN18928740	PRJNA269675	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	19	4	3
GCA_018383785.2	SAMN18928741	PRJNA269675	Klebsiella pneumoniae	Klebsiella	33	29	4	87.879	25	4	3
GCA_018409485.1	SAMD00246909	PRJDB10565	Acinetobacter variabilis	Acinetobacter	4	0	4	0.0	4	1	0
GCA_018438165.1	SAMN14082649	PRJNA606414	Acinetobacter sp.	Acinetobacter	4	0	4	0.0	4	1	0
GCA_018454385.1	SAMN19073634	PRJNA728250	Acinetobacter baumannii	Acinetobacter	19	0	19	0.0	15	1	0
GCA_018454425.1	SAMN19184900	PRJNA729870	Acinetobacter sp.	Acinetobacter	2	0	2	0.0	2	1	0
GCA_018597075.2	SAMN19314267	PRJNA415108	Enterobacter hormaechei	Enterobacter	14	12	2	85.714	12	3	2
GCA_018604365.1	SAMN18202092	PRJNA607827	Acinetobacter baumannii	Acinetobacter	9	0	9	0.0	5	1	0
GCA_018808925.1	SAMN13874777	PRJNA602058	Acinetobacter baumannii	Acinetobacter	15	3	12	20.0	11	2	1
GCA_018831125.1	SAMN13874778	PRJNA602058	Acinetobacter baumannii	Acinetobacter	12	9	3	75.0	11	4	3
GCA_018831465.1	SAMN14149266	PRJNA607827	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_018831485.1	SAMN14149265	PRJNA607827	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_019046965.1	SAMN16357540	PRJNA231221	Acinetobacter pittii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_019047185.1	SAMN16357539	PRJNA231221	Acinetobacter pittii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_019047205.1	SAMN16357541	PRJNA231221	Acinetobacter pittii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_019048225.1	SAMN16357538	PRJNA231221	Acinetobacter pittii	Acinetobacter	2	0	2	0.0	2	1	0
GCA_019048305.1	SAMN16357535	PRJNA231221	Acinetobacter lwoffii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_019048405.1	SAMN16357542	PRJNA231221	Acinetobacter seifertii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_019048525.1	SAMN16357536	PRJNA231221	Acinetobacter lwoffii	Acinetobacter	1	0	1	0.0	1	1	0
GCA_019048685.1	SAMN16357537	PRJNA231221	Acinetobacter nosocomialis	Acinetobacter	1	0	1	0.0	1	1	0
GCA_019076685.1	SAMN15929419	PRJNA659865	Acinetobacter baumannii	Acinetobacter	3	0	3	0.0	3	1	0
GCA_019331655.1	SAMN15099408	PRJNA637288	Acinetobacter baumannii	Acinetobacter	4	0	4	0.0	4	1	0
GCA_019334405.1	SAMN20179280	PRJNA746049	Acinetobacter johnsonii	Acinetobacter	7	6	1	85.714	7	3	2
GCA_019343495.1	SAMN18558474	PRJNA718681	Acinetobacter lwoffii	Acinetobacter	12	11	1	91.667	11	2	1
GCA_019356075.1	SAMN20295790	PRJNA747802	Acinetobacter baumannii	Acinetobacter	18	0	18	0.0	12	1	0
GCA_019356215.1	SAMN20326334	PRJNA748365	Acinetobacter baumannii	Acinetobacter	4	1	3	25.0	4	2	1
GCA_019434115.1	SAMN20362538	PRJNA749299	Pseudomonas aeruginosa	Pseudomonas	6	1	5	16.667	6	2	1
GCA_019434195.1	SAMN20362535	PRJNA749299	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCA_019457715.1	SAMN19911946	PRJNA741866	Acinetobacter baumannii	Acinetobacter	11	6	5	54.545	9	2	1
GCA_019458485.1	SAMN19955388	PRJNA742487	Acinetobacter baumannii	Acinetobacter	18	0	18	0.0	12	1	0
