occurrence_id	block_id	assembly_version	replicon_accession	bioproject_accession	organism_harmonized	genus	frozen_group	determinant_name	gene_family	portability_class	topology	wrapped_circular	truncated	block_n_args	weight_block_balanced	s2_selected	dist_any_bp	dist_is_bp	dist_integrase_bp	censored_any	censored_is	censored_integrase	overlap_zero	in_block_feature_beyond_window
GCA_027943685.1|AP025531.1|blaOXA-23|3657701|3658519	blk000066	GCA_027943685.1	AP025531.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	6	0.16666666666666666	1	106	106		0	0	1	0	0
GCA_027943685.1|AP025531.1|sul2|3671691|3672503	blk000066	GCA_027943685.1	AP025531.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	6	0.16666666666666666	0	93	93	5787	0	0	0	0	0
GCA_027943685.1|AP025531.1|blaOXA|3686857|3687357	blk000066	GCA_027943685.1	AP025531.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA	blaOXA	B	circular	no	no	6	0.16666666666666666	0	423	423	7635	0	0	0	0	0
GCA_027943685.1|AP025531.1|ant(3'')-IIa|3772754|3773539	blk000067	GCA_027943685.1	AP025531.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_027943705.1|AP025535.1|blaADC|1159038|1160174	blk000068	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC	blaADC	B	circular	no	no	1	1.0	1	92	92		0	0	1	0	0
GCA_027943705.1|AP025535.1|armA|1338106|1338876	blk000069	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	3	0.3333333333333333	1	543	543		0	0	1	0	0
GCA_027943705.1|AP025535.1|msr(E)|1341177|1342388	blk000069	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	3	0.3333333333333333	0	398	398		0	0	1	0	0
GCA_027943705.1|AP025535.1|mph(E)|1342707|1343459	blk000069	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	3	0.3333333333333333	0	775	775		0	0	1	0	0
GCA_027943705.1|AP025535.1|blaOXA|2141908|2142387	blk000070	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_027943705.1|AP025535.1|aph(3'')-Ib|3642645|3643427	blk000071	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	5	0.2	1	1392	1392		0	0	1	0	0
GCA_027943705.1|AP025535.1|aph(6)-Id|3643623|3644261	blk000071	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	5	0.2	0	558	558		0	0	1	0	0
GCA_027943705.1|AP025535.1|tet(B)|3647634|3648815	blk000071	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(B)	tet(B)	B	circular	no	no	5	0.2	0	1913	1913		0	0	1	0	0
GCA_027943705.1|AP025535.1|blaOXA-23|3652280|3653098	blk000071	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	5	0.2	0	106	106		0	0	1	0	0
GCA_027943705.1|AP025535.1|blaOXA|3667872|3668687	blk000071	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA	blaOXA	B	circular	no	no	5	0.2	0	105	105		0	0	1	0	0
GCA_027943705.1|AP025535.1|ant(3'')-IIa|3754035|3754820	blk000072	GCA_027943705.1	AP025535.1	PRJDB10765	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_025995075.1|AP025740.1|blaADC-158|1125850|1126998	blk000073	GCA_025995075.1	AP025740.1	PRJDB12922	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-158	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_025995075.1|AP025740.1|blaOXA-98|2063657|2064478	blk000074	GCA_025995075.1	AP025740.1	PRJDB12922	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-98	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_025995075.1|AP025740.1|ant(3'')-IIa|3683652|3684437	blk000075	GCA_025995075.1	AP025740.1	PRJDB12922	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_025995075.1|AP025740.1|sul2|3807246|3808058	blk000076	GCA_025995075.1	AP025740.1	PRJDB12922	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	1	1.0	1	568	568		0	0	1	0	0
GCA_059738855.1|AP027038.1|blaOXA-23|238967|239785	blk000077	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	106	106		0	0	1	0	0
GCA_059738855.1|AP027038.1|fos|269667|270071	blk000078	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	fos	fos	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_059738855.1|AP027038.1|blaADC-73|1177436|1178584	blk000079	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-73	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_059738855.1|AP027038.1|armA|1392605|1393375	blk000080	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	3	0.3333333333333333	0	326	326		0	0	1	0	0
GCA_059738855.1|AP027038.1|msr(E)|1395677|1397149	blk000080	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	3	0.3333333333333333	1	399	399		0	0	1	0	0
GCA_059738855.1|AP027038.1|mph(E)|1397208|1398089	blk000080	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	3	0.3333333333333333	0	647	647		0	0	1	0	0
GCA_059738855.1|AP027038.1|blaOXA-66|2239334|2240155	blk000081	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-66	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_059738855.1|AP027038.1|aph(3')-Ia|2677657|2678469	blk000082	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3')-Ia	aph(3')	B	circular	no	no	2	0.5	1	130	130		0	0	1	0	0
GCA_059738855.1|AP027038.1|blaTEM-1|2684074|2684931	blk000082	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaTEM-1	blaTEM	B	circular	no	no	2	0.5	0	74	74		0	0	1	0	0
GCA_059738855.1|AP027038.1|aph(3'')-Ib|3735442|3736242	blk000083	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	4	0.25	0	1394	1394		0	0	1	0	0
GCA_059738855.1|AP027038.1|aph(6)-Id|3736245|3737078	blk000083	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	4	0.25	1	558	558		0	0	1	0	0
GCA_059738855.1|AP027038.1|tet(B)|3740454|3741653	blk000083	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(B)	tet(B)	B	circular	no	no	4	0.25	0	1325	1325		0	0	1	0	0
GCA_059738855.1|AP027038.1|blaOXA-23|3745104|3745922	blk000083	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	4	0.25	0	106	106		0	0	1	0	0
GCA_059738855.1|AP027038.1|ant(3'')-IIa|3828470|3829255	blk000084	GCA_059738855.1	AP027038.1	PRJDB14720	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_055386835.1|AP029033.1|blaADC-176|14055|15218	blk000085	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-176	blaADC	B	circular	no	no	1	1.0	1	79	79		0	0	1	0	0
GCA_055386835.1|AP029033.1|blaADC-11|1202197|1203345	blk000086	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-11	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_055386835.1|AP029033.1|blaOXA-23|1599565|1600383	blk000087	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	106	106		0	0	1	0	0
GCA_055386835.1|AP029033.1|blaOXA-69|2216694|2217515	blk000088	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-69	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_055386835.1|AP029033.1|blaOXA-23|3476987|3477805	blk000089	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	106	106		0	0	1	0	0
GCA_055386835.1|AP029033.1|sul1|3747304|3748140	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	8	0.125	0	1298	1298	2974	0	0	0	0	0
GCA_055386835.1|AP029033.1|aadA1|3748648|3749436	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA1	aadA1	B	circular	no	no	8	0.125	0	1678	1678	1678	0	0	0	0	0
GCA_055386835.1|AP029033.1|aac(3)-Ia|3750483|3750944	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	aac(3)-Ia	aac(3)	B	circular	no	no	8	0.125	0	170	170	170	0	0	0	0	0
GCA_055386835.1|AP029033.1|aph(3')-Ia|3753554|3754366	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3')-Ia	aph(3')	B	circular	no	no	8	0.125	0	130	130	1406	0	0	0	0	0
GCA_055386835.1|AP029033.1|blaTEM-1|3760146|3761003	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaTEM-1	blaTEM	B	circular	no	no	8	0.125	0	74	74	7998	0	0	0	0	0
GCA_055386835.1|AP029033.1|catA1|3765899|3766555	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	catA1	catA1	B	circular	no	no	8	0.125	0	312	312		0	0	1	0	0
GCA_055386835.1|AP029033.1|tet(A)|3770407|3771603	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(A)	tet(A)	B	circular	no	no	8	0.125	0	1408	1408		0	0	1	0	0
GCA_055386835.1|AP029033.1|sul1|3779165|3780001	blk000090	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	8	0.125	1	1138	1138		0	0	1	0	0
GCA_055386835.1|AP029033.1|ant(3'')-IIa|3872223|3873008	blk000091	GCA_055386835.1	AP029033.1	PRJDB16714	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_041154775.1|AP031576.1|mph(E)|107089|107970	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	11	0.09090909090909091	0	1789	1789		0	0	1	0	0
GCA_041154775.1|AP031576.1|msr(E)|108029|109501	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	11	0.09090909090909091	0	399	399		0	0	1	0	0
GCA_041154775.1|AP031576.1|armA|111803|112573	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	11	0.09090909090909091	0	242	242	8259	0	0	0	0	0
GCA_041154775.1|AP031576.1|sul1|117258|118094	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	11	0.09090909090909091	1	408	408	2738	0	0	0	0	0
GCA_041154775.1|AP031576.1|cmlA5|118630|119886	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	cmlA5	cmlA5	B	circular	no	no	11	0.09090909090909091	0	946	946	946	0	0	0	0	0
GCA_041154775.1|AP031576.1|arr-2|120210|120659	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	arr-2	arr	B	circular	no	no	11	0.09090909090909091	0	173	173	173	0	0	0	0	0
GCA_041154775.1|AP031576.1|sul2|130759|131571	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	11	0.09090909090909091	0	568	568	4275	0	0	0	0	0
GCA_041154775.1|AP031576.1|aph(6)-Id|134190|134915	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	11	0.09090909090909091	0	558	558	931	0	0	0	0	0
GCA_041154775.1|AP031576.1|dfrA1|137155|137625	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	dfrA1	dfrA1	B	circular	no	no	11	0.09090909090909091	0	332	332	332	0	0	0	0	0
GCA_041154775.1|AP031576.1|sat2|137723|138244	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sat2	sat2	B	circular	no	no	11	0.09090909090909091	0	900	900	900	0	0	0	0	0
GCA_041154775.1|AP031576.1|aadA1|138305|139090	blk000092	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA1	aadA1	B	circular	no	no	11	0.09090909090909091	0	1482	1482	1482	0	0	0	0	0
GCA_041154775.1|AP031576.1|blaADC-191|1197835|1198983	blk000093	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-191	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_041154775.1|AP031576.1|aadA1|1858375|1859160	blk000094	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA1	aadA1	B	circular	no	no	3	0.3333333333333333	1	1482	1482	1482	0	0	0	0	0
GCA_041154775.1|AP031576.1|sat2|1859221|1859742	blk000094	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sat2	sat2	B	circular	no	no	3	0.3333333333333333	0	900	900	900	0	0	0	0	0
GCA_041154775.1|AP031576.1|dfrA1|1859840|1860310	blk000094	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	dfrA1	dfrA1	B	circular	no	no	3	0.3333333333333333	0	332	332	332	0	0	0	0	0
GCA_041154775.1|AP031576.1|blaOXA-69|2197083|2197904	blk000095	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-69	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_041154775.1|AP031576.1|blaOXA-23|2863158|2863976	blk000096	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	106	106		0	0	1	0	0
GCA_041154775.1|AP031576.1|blaOXA-23|2977648|2978466	blk000097	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	104	104		0	0	1	0	0
GCA_041154775.1|AP031576.1|aph(3')-VIa|3433690|3434466	blk000098	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3')-VIa	aph(3')	B	circular	no	no	1	1.0	1	83	83		0	0	1	0	0
GCA_041154775.1|AP031576.1|sul1|3713548|3714384	blk000099	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	4	0.25	0	1298	1298	2955	0	0	0	0	0
GCA_041154775.1|AP031576.1|aadA1|3714891|3715679	blk000099	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA1	aadA1	B	circular	no	no	4	0.25	1	1660	1660	1660	0	0	0	0	0
GCA_041154775.1|AP031576.1|aac(3)-Ia|3716726|3717187	blk000099	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aac(3)-Ia	aac(3)	B	circular	no	no	4	0.25	0	152	152	152	0	0	0	0	0
GCA_041154775.1|AP031576.1|aph(3')-Ia|3719779|3720591	blk000099	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3')-Ia	aph(3')	B	circular	no	no	4	0.25	0	130	130	1406	0	0	0	0	0
GCA_041154775.1|AP031576.1|ant(3'')-IIa|3791065|3791850	blk000100	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	B	circular	no	no	1	1.0	1	8735	8735	8735	0	0	0	0	0
GCA_041154775.1|AP031576.1|sul2|3837413|3838225	blk000101	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	5	0.2	0	90	90		0	0	1	0	0
GCA_041154775.1|AP031576.1|ble|3852449|3852811	blk000101	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	ble	ble	B	circular	no	no	5	0.2	1	917	917		0	0	1	0	0
GCA_041154775.1|AP031576.1|blaNDM-1|3852818|3853627	blk000101	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaNDM-1	blaNDM	B	circular	no	no	5	0.2	0	101	101		0	0	1	0	0
GCA_041154775.1|AP031576.1|aph(6)-Id|3856516|3857349	blk000101	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	5	0.2	0	905	905		0	0	1	0	0
GCA_041154775.1|AP031576.1|aph(3'')-Ib|3857352|3858152	blk000101	GCA_041154775.1	AP031576.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	5	0.2	0	102	102		0	0	1	0	0
GCA_041154785.1|AP031577.1|ble|137851|138213	blk000102	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	ble	ble	B	circular	no	no	2	0.5	0	917	917		0	0	1	0	0
GCA_041154785.1|AP031577.1|blaNDM-1|138220|139029	blk000102	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaNDM-1	blaNDM	B	circular	no	no	2	0.5	1	101	101		0	0	1	0	0
GCA_041154785.1|AP031577.1|blaOXA-23|222396|223214	blk000103	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	106	106		0	0	1	0	0
GCA_041154785.1|AP031577.1|blaADC-30|1166898|1168046	blk000104	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-30	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_041154785.1|AP031577.1|blaOXA-66|1847289|1848110	blk000105	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-66	blaOXA	B	circular	no	no	1	1.0	1	6426	6426		0	0	1	0	0
GCA_041154785.1|AP031577.1|mph(E)|2638029|2638910	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	8	0.125	0	647	647		0	0	1	0	0
GCA_041154785.1|AP031577.1|msr(E)|2638969|2640441	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	8	0.125	0	399	399		0	0	1	0	0
GCA_041154785.1|AP031577.1|armA|2642743|2643513	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	8	0.125	0	326	326	6997	0	0	0	0	0
GCA_041154785.1|AP031577.1|sul1|2646861|2647697	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	8	0.125	1	408	408	2813	0	0	0	0	0
GCA_041154785.1|AP031577.1|aadA1|2648205|2648993	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA1	aadA1	B	circular	no	no	8	0.125	0	1517	1517	1517	0	0	0	0	0
GCA_041154785.1|AP031577.1|catB8|2649054|2649683	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	catB8	catB8	B	circular	no	no	8	0.125	0	827	827	827	0	0	0	0	0
GCA_041154785.1|AP031577.1|aac(6')-Ib'|2649779|2650330	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aac(6')-Ib'	aac(6')-Ib'	B	circular	no	no	8	0.125	0	180	180	180	0	0	0	0	0
GCA_041154785.1|AP031577.1|aph(3')-Ia|2652180|2652992	blk000106	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3')-Ia	aph(3')	B	circular	no	no	8	0.125	0	116	116	711	0	0	0	0	0
GCA_041154785.1|AP031577.1|aph(3'')-Ib|3645048|3645848	blk000107	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	3	0.3333333333333333	1	1394	1394		0	0	1	0	0
GCA_041154785.1|AP031577.1|aph(6)-Id|3645851|3646684	blk000107	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	3	0.3333333333333333	0	558	558	9218	0	0	0	0	0
GCA_041154785.1|AP031577.1|sul2|3649303|3650115	blk000107	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	3	0.3333333333333333	0	93	93	5787	0	0	0	0	0
GCA_041154785.1|AP031577.1|ant(3'')-IIa|3741910|3742695	blk000108	GCA_041154785.1	AP031577.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_041154795.1|AP031578.1|ble|137943|138305	blk000109	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	ble	ble	B	circular	no	no	2	0.5	0	917	917		0	0	1	0	0
GCA_041154795.1|AP031578.1|blaNDM-1|138312|139121	blk000109	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaNDM-1	blaNDM	B	circular	no	no	2	0.5	1	101	101		0	0	1	0	0
GCA_041154795.1|AP031578.1|blaOXA-23|221299|222117	blk000110	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-23	blaOXA	B	circular	no	no	1	1.0	1	106	106		0	0	1	0	0
GCA_041154795.1|AP031578.1|blaADC-30|1165900|1167048	blk000111	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-30	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_041154795.1|AP031578.1|blaOXA-66|1851579|1852400	blk000112	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-66	blaOXA	B	circular	no	no	1	1.0	1	6426	6426		0	0	1	0	0
GCA_041154795.1|AP031578.1|mph(E)|2678532|2679413	blk000113	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	8	0.125	0	647	647		0	0	1	0	0
GCA_041154795.1|AP031578.1|msr(E)|2679472|2680944	blk000113	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	8	0.125	0	399	399		0	0	1	0	0
GCA_041154795.1|AP031578.1|armA|2683246|2684016	blk000113	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	8	0.125	0	326	326	6997	0	0	0	0	0
GCA_041154795.1|AP031578.1|sul1|2687364|2688200	blk000113	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	8	0.125	0	408	408	2813	0	0	0	0	0
GCA_041154795.1|AP031578.1|aadA1|2688708|2689496	blk000113	GCA_041154795.1	AP031578.1	PRJDB18098	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA1	aadA1	B	circular	no	no	8	0.125	0	1517	1517	1517	0	0	0	0	0
