assembly_accession	assembly_version	replicon_accession	replicon_name	replicon_length	topology	species	genus	bioproject_accession	n_chromosomal_arg_occurrences	n_context_blocks	download_url	local_filename	expected_checksum
GCA_009759685.1	GCA_009759685.1	CP046654.1	chromosome	3980848	circular	Acinetobacter baumannii	Acinetobacter	PRJNA577968	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP046654.1&rettype=fasta&retmode=text	CP046654.1.fna	
GCA_009833005.1	GCA_009833005.1	CP045428.1	chromosome	3809822	circular	Acinetobacter baumannii	Acinetobacter	PRJNA575861	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP045428.1&rettype=fasta&retmode=text	CP045428.1.fna	
GCA_011067065.1	GCA_011067065.1	CP049363.1	chromosome	3854994	circular	Acinetobacter baumannii	Acinetobacter	PRJNA609015	15	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP049363.1&rettype=fasta&retmode=text	CP049363.1.fna	
GCA_012272715.1	GCA_012272715.1	CP050904.1	chromosome	3998421	circular	Acinetobacter baumannii	Acinetobacter	PRJNA612123	11	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050904.1&rettype=fasta&retmode=text	CP050904.1.fna	
GCA_012272735.1	GCA_012272735.1	CP050907.1	chromosome	4038616	circular	Acinetobacter baumannii	Acinetobacter	PRJNA612123	20	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050907.1&rettype=fasta&retmode=text	CP050907.1.fna	
GCA_012272755.1	GCA_012272755.1	CP050911.1	chromosome	4067565	circular	Acinetobacter baumannii	Acinetobacter	PRJNA612123	20	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050911.1&rettype=fasta&retmode=text	CP050911.1.fna	
GCA_012272775.1	GCA_012272775.1	CP050914.1	chromosome	3958415	circular	Acinetobacter baumannii	Acinetobacter	PRJNA612123	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050914.1&rettype=fasta&retmode=text	CP050914.1.fna	
GCA_012272795.1	GCA_012272795.1	CP050916.1	chromosome	4015142	circular	Acinetobacter baumannii	Acinetobacter	PRJNA612123	20	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050916.1&rettype=fasta&retmode=text	CP050916.1.fna	
GCA_012931605.1	GCA_012931605.1	CP051862.1	chromosome	3763047	circular	Acinetobacter baumannii	Acinetobacter	PRJNA473419	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP051862.1&rettype=fasta&retmode=text	CP051862.1.fna	
GCA_012931625.1	GCA_012931625.1	CP051869.1	chromosome	4100469	circular	Acinetobacter baumannii	Acinetobacter	PRJNA473419	6	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP051869.1&rettype=fasta&retmode=text	CP051869.1.fna	
GCA_012931645.1	GCA_012931645.1	CP051875.1	chromosome	4091477	circular	Acinetobacter baumannii	Acinetobacter	PRJNA473419	6	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP051875.1&rettype=fasta&retmode=text	CP051875.1.fna	
GCA_012931665.1	GCA_012931665.1	CP051866.1	chromosome	3873866	circular	Acinetobacter baumannii	Acinetobacter	PRJNA473419	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP051866.1&rettype=fasta&retmode=text	CP051866.1.fna	
GCA_012934905.1	GCA_012934905.1	CP050385.1	chromosome	4210906	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613562	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050385.1&rettype=fasta&retmode=text	CP050385.1.fna	
GCA_012934925.1	GCA_012934925.1	CP050388.1	chromosome	3948250	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613578	17	8	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050388.1&rettype=fasta&retmode=text	CP050388.1.fna	
GCA_012934945.1	GCA_012934945.1	CP050390.1	chromosome	3919631	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613583	14	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050390.1&rettype=fasta&retmode=text	CP050390.1.fna	
GCA_012934965.1	GCA_012934965.1	CP050400.1	chromosome	3982992	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613587	11	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050400.1&rettype=fasta&retmode=text	CP050400.1.fna	
GCA_012934985.1	GCA_012934985.1	CP050401.1	chromosome	3943808	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613593	13	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050401.1&rettype=fasta&retmode=text	CP050401.1.fna	
GCA_012935005.1	GCA_012935005.1	CP050403.1	chromosome	4137731	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613679	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050403.1&rettype=fasta&retmode=text	CP050403.1.fna	
GCA_012935025.1	GCA_012935025.1	CP050421.1	chromosome	4000714	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613683	13	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050421.1&rettype=fasta&retmode=text	CP050421.1.fna	
GCA_012935045.1	GCA_012935045.1	CP050410.1	chromosome	3926441	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613820	13	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050410.1&rettype=fasta&retmode=text	CP050410.1.fna	
GCA_012935065.1	GCA_012935065.1	CP050412.1	chromosome	3966715	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613821	12	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050412.1&rettype=fasta&retmode=text	CP050412.1.fna	
GCA_012935085.1	GCA_012935085.1	CP050415.1	chromosome	3948262	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613824	8	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050415.1&rettype=fasta&retmode=text	CP050415.1.fna	
GCA_012935105.1	GCA_012935105.1	CP050425.1	chromosome	4002798	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613825	8	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050425.1&rettype=fasta&retmode=text	CP050425.1.fna	
GCA_012935125.1	GCA_012935125.1	CP050432.1	chromosome	3886190	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613957	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050432.1&rettype=fasta&retmode=text	CP050432.1.fna	
GCA_012935145.1	GCA_012935145.1	CP050523.1	chromosome	4052480	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613590	17	8	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050523.1&rettype=fasta&retmode=text	CP050523.1.fna	
GCA_012935165.1	GCA_012935165.1	CP050526.1	chromosome	4000831	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613675	13	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP050526.1&rettype=fasta&retmode=text	CP050526.1.fna	
GCA_012935185.1	GCA_012935185.1	CP051474.1	chromosome	4001402	circular	Acinetobacter baumannii	Acinetobacter	PRJNA613681	14	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP051474.1&rettype=fasta&retmode=text	CP051474.1.fna	
GCA_012974585.1	GCA_012974585.1	CP048827.1	chromosome	3861977	circular	Acinetobacter baumannii	Acinetobacter	PRJNA605582	9	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP048827.1&rettype=fasta&retmode=text	CP048827.1.fna	
GCA_012974845.1	GCA_012974845.1	CP041148.1	chromosome	3998399	circular	Acinetobacter baumannii	Acinetobacter	PRJNA548859	9	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP041148.1&rettype=fasta&retmode=text	CP041148.1.fna	
GCA_013305465.1	GCA_013305465.1	CP054302.1	chromosome	4082498	circular	Acinetobacter baumannii	Acinetobacter	PRJNA631347	17	8	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP054302.1&rettype=fasta&retmode=text	CP054302.1.fna	
GCA_013372085.1	GCA_013372085.1	CP053098.1	chromosome	4005343	circular	Acinetobacter baumannii	Acinetobacter	PRJNA629538	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP053098.1&rettype=fasta&retmode=text	CP053098.1.fna	
GCA_013376855.2	GCA_013376855.2	CP056784.2	chromosome	3864540	circular	Acinetobacter baumannii	Acinetobacter	PRJNA641163	13	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP056784.2&rettype=fasta&retmode=text	CP056784.2.fna	
GCA_013377175.1	GCA_013377175.1	CP046898.1	chromosome	3929775	circular	Acinetobacter baumannii	Acinetobacter	PRJNA595709	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP046898.1&rettype=fasta&retmode=text	CP046898.1.fna	
GCA_013394265.1	GCA_013394265.1	CP044517.1	chromosome	3925111	circular	Acinetobacter baumannii	Acinetobacter	PRJNA574573	10	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP044517.1&rettype=fasta&retmode=text	CP044517.1.fna	
GCA_013394285.1	GCA_013394285.1	CP044519.1	chromosome	4054239	circular	Acinetobacter baumannii	Acinetobacter	PRJNA574548	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP044519.1&rettype=fasta&retmode=text	CP044519.1.fna	
GCA_013403505.1	GCA_013403505.1	CP058625.1	chromosome	4039171	circular	Acinetobacter baumannii	Acinetobacter	PRJNA643902	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP058625.1&rettype=fasta&retmode=text	CP058625.1.fna	
GCA_013416255.1	GCA_013416255.1	CP053215.1	chromosome	3912346	circular	Acinetobacter baumannii	Acinetobacter	PRJNA630392	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP053215.1&rettype=fasta&retmode=text	CP053215.1.fna	
GCA_013416275.1	GCA_013416275.1	CP053218.1	chromosome	3699225	circular	Acinetobacter baumannii	Acinetobacter	PRJNA630397	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP053218.1&rettype=fasta&retmode=text	CP053218.1.fna	
GCA_013787185.1	GCA_013787185.1	CP059386.1	chromosome	3800835	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646375	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059386.1&rettype=fasta&retmode=text	CP059386.1.fna	
GCA_014159355.1	GCA_014159355.1	AP022077.1	chromosome	3943032	circular	Acinetobacter baumannii	Acinetobacter	PRJDB6962	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=AP022077.1&rettype=fasta&retmode=text	AP022077.1.fna	
GCA_014169655.1	GCA_014169655.1	AP022238.1	chromosome	3727647	circular	Acinetobacter baumannii	Acinetobacter	PRJDB6962	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=AP022238.1&rettype=fasta&retmode=text	AP022238.1.fna	
GCA_014171935.1	GCA_014171935.1	CP059479.1	chromosome	3914011	circular	Acinetobacter baumannii	Acinetobacter	PRJNA648287	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059479.1&rettype=fasta&retmode=text	CP059479.1.fna	
GCA_014267385.1	GCA_014267385.1	CP060285.1	chromosome	3909403	circular	Acinetobacter baumannii	Acinetobacter	PRJNA657198	13	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060285.1&rettype=fasta&retmode=text	CP060285.1.fna	
GCA_014322245.1	GCA_014322245.1	CP047973.1	chromosome	3892871	circular	Acinetobacter baumannii	Acinetobacter	PRJNA602169	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP047973.1&rettype=fasta&retmode=text	CP047973.1.fna	
GCA_014672735.1	GCA_014672735.1	CP059039.1	chromosome	3750370	circular	Acinetobacter baumannii	Acinetobacter	PRJNA645521	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059039.1&rettype=fasta&retmode=text	CP059039.1.fna	
GCA_014672755.1	GCA_014672755.1	CP059040.1	chromosome	3980852	circular	Acinetobacter baumannii	Acinetobacter	PRJNA645521	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059040.1&rettype=fasta&retmode=text	CP059040.1.fna	
GCA_014672775.1	GCA_014672775.1	CP059041.1	chromosome	4006609	circular	Acinetobacter baumannii	Acinetobacter	PRJNA645521	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059041.1&rettype=fasta&retmode=text	CP059041.1.fna	
GCA_014705785.1	GCA_014705785.1	CP061517.1	chromosome	4040626	circular	Acinetobacter baumannii	Acinetobacter	PRJNA300270	15	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061517.1&rettype=fasta&retmode=text	CP061517.1.fna	
GCA_014705805.1	GCA_014705805.1	CP061514.1	chromosome	3984725	circular	Acinetobacter baumannii	Acinetobacter	PRJNA300270	15	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061514.1&rettype=fasta&retmode=text	CP061514.1.fna	
GCA_014705825.1	GCA_014705825.1	CP061525.1	chromosome	4031161	circular	Acinetobacter baumannii	Acinetobacter	PRJNA300270	19	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061525.1&rettype=fasta&retmode=text	CP061525.1.fna	
GCA_014705845.1	GCA_014705845.1	CP061523.1	chromosome	3984712	circular	Acinetobacter baumannii	Acinetobacter	PRJNA300270	15	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061523.1&rettype=fasta&retmode=text	CP061523.1.fna	
GCA_014705865.1	GCA_014705865.1	CP061521.1	chromosome	3938042	circular	Acinetobacter baumannii	Acinetobacter	PRJNA300270	14	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061521.1&rettype=fasta&retmode=text	CP061521.1.fna	
GCA_014705885.1	GCA_014705885.1	CP061519.1	chromosome	4037191	circular	Acinetobacter baumannii	Acinetobacter	PRJNA300270	15	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061519.1&rettype=fasta&retmode=text	CP061519.1.fna	
GCA_014705985.1	GCA_014705985.1	CP061541.1	chromosome	3964346	circular	Acinetobacter baumannii	Acinetobacter	PRJNA660930	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP061541.1&rettype=fasta&retmode=text	CP061541.1.fna	
GCA_014874575.1	GCA_014874575.1	CP059300.1	chromosome	4364474	circular	Acinetobacter baumannii	Acinetobacter	PRJNA647049	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059300.1&rettype=fasta&retmode=text	CP059300.1.fna	
GCA_014880215.2	GCA_014880215.2	CP081137.1	chromosome	4010463	circular	Acinetobacter baumannii	Acinetobacter	PRJNA667024	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP081137.1&rettype=fasta&retmode=text	CP081137.1.fna	
GCA_014881055.2	GCA_014881055.2	CP081139.1	chromosome	3869345	circular	Acinetobacter baumannii	Acinetobacter	PRJNA667024	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP081139.1&rettype=fasta&retmode=text	CP081139.1.fna	
GCA_014882805.2	GCA_014882805.2	CP081144.1	chromosome	3749854	circular	Acinetobacter baumannii	Acinetobacter	PRJNA667024	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP081144.1&rettype=fasta&retmode=text	CP081144.1.fna	
GCA_015356075.1	GCA_015356075.1	CP064292.1	chromosome	3924248	circular	Acinetobacter baumannii	Acinetobacter	PRJNA672694	9	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP064292.1&rettype=fasta&retmode=text	CP064292.1.fna	
GCA_015571935.1	GCA_015571935.1	CP062919.1	chromosome	3747579	circular	Acinetobacter baumannii	Acinetobacter	PRJNA662792	3	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP062919.1&rettype=fasta&retmode=text	CP062919.1.fna	
GCA_015732435.1	GCA_015732435.1	CP060732.1	chromosome	4103762	circular	Acinetobacter baumannii	Acinetobacter	PRJNA640471	16	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060732.1&rettype=fasta&retmode=text	CP060732.1.fna	
GCA_015870765.1	GCA_015870765.1	CP060011.1	chromosome	3870560	circular	Acinetobacter baumannii	Acinetobacter	PRJNA641163	17	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060011.1&rettype=fasta&retmode=text	CP060011.1.fna	
GCA_015870965.1	GCA_015870965.1	CP060013.1	chromosome	3871732	circular	Acinetobacter baumannii	Acinetobacter	PRJNA641163	17	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060013.1&rettype=fasta&retmode=text	CP060013.1.fna	
GCA_015910475.1	GCA_015910475.1	CP065432.1	chromosome	4016386	circular	Acinetobacter baumannii	Acinetobacter	PRJNA437968	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP065432.1&rettype=fasta&retmode=text	CP065432.1.fna	
GCA_016127515.1	GCA_016127515.1	CP066016.1	chromosome	4040084	circular	Acinetobacter baumannii	Acinetobacter	PRJNA231221	14	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP066016.1&rettype=fasta&retmode=text	CP066016.1.fna	
GCA_016350005.1	GCA_016350005.1	CP066229.1	chromosome	3991754	circular	Acinetobacter baumannii	Acinetobacter	PRJNA684975	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP066229.1&rettype=fasta&retmode=text	CP066229.1.fna	
GCA_016350065.1	GCA_016350065.1	CP066232.1	chromosome	3995262	circular	Acinetobacter baumannii	Acinetobacter	PRJNA684975	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP066232.1&rettype=fasta&retmode=text	CP066232.1.fna	
GCA_016350085.1	GCA_016350085.1	CP066237.1	chromosome	3996492	circular	Acinetobacter baumannii	Acinetobacter	PRJNA684975	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP066237.1&rettype=fasta&retmode=text	CP066237.1.fna	
GCA_016350105.1	GCA_016350105.1	CP066235.1	chromosome	4002997	circular	Acinetobacter baumannii	Acinetobacter	PRJNA684975	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP066235.1&rettype=fasta&retmode=text	CP066235.1.fna	
GCA_016864295.1	GCA_016864295.1	CP060029.1	chromosome	4088883	circular	Acinetobacter baumannii	Acinetobacter	PRJNA644570	16	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060029.1&rettype=fasta&retmode=text	CP060029.1.fna	
GCA_016864315.2	GCA_016864315.2	CP060504.1	chromosome	3898606	circular	Acinetobacter baumannii	Acinetobacter	PRJNA644570	14	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060504.1&rettype=fasta&retmode=text	CP060504.1.fna	
GCA_016864335.2	GCA_016864335.2	CP060505.1	chromosome	3883244	circular	Acinetobacter baumannii	Acinetobacter	PRJNA644570	13	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP060505.1&rettype=fasta&retmode=text	CP060505.1.fna	
GCA_016864915.1	GCA_016864915.1	CP059729.1	chromosome	4068815	circular	Acinetobacter baumannii	Acinetobacter	PRJNA644570	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059729.1&rettype=fasta&retmode=text	CP059729.1.fna	
GCA_016865465.1	GCA_016865465.1	AP024415.1	chromosome	4011788	circular	Acinetobacter baumannii	Acinetobacter	PRJDB8068	10	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=AP024415.1&rettype=fasta&retmode=text	AP024415.1.fna	
GCA_016903135.1	GCA_016903135.1	CP069840.1	chromosome	3978309	circular	Acinetobacter baumannii	Acinetobacter	PRJNA231221	11	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP069840.1&rettype=fasta&retmode=text	CP069840.1.fna	
GCA_016903215.1	GCA_016903215.1	CP069851.1	chromosome	3889550	circular	Acinetobacter baumannii	Acinetobacter	PRJNA231221	15	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP069851.1&rettype=fasta&retmode=text	CP069851.1.fna	
GCA_016919505.2	GCA_016919505.2	CP070362.2	chromosome	4001634	circular	Acinetobacter baumannii	Acinetobacter	PRJNA701627	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP070362.2&rettype=fasta&retmode=text	CP070362.2.fna	
GCA_016919525.2	GCA_016919525.2	CP070358.2	chromosome	4016329	circular	Acinetobacter baumannii	Acinetobacter	PRJNA701627	4	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP070358.2&rettype=fasta&retmode=text	CP070358.2.fna	
GCA_017096325.2	GCA_017096325.2	CP059350.1	chromosome	3968880	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059350.1&rettype=fasta&retmode=text	CP059350.1.fna	
GCA_017096345.2	GCA_017096345.2	CP059349.1	chromosome	3909225	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	10	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059349.1&rettype=fasta&retmode=text	CP059349.1.fna	
GCA_017096365.2	GCA_017096365.2	CP059359.1	chromosome	3952161	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	10	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059359.1&rettype=fasta&retmode=text	CP059359.1.fna	
GCA_017096385.2	GCA_017096385.2	CP059353.1	chromosome	3917538	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	15	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059353.1&rettype=fasta&retmode=text	CP059353.1.fna	
GCA_017096405.2	GCA_017096405.2	CP059351.1	chromosome	3917843	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059351.1&rettype=fasta&retmode=text	CP059351.1.fna	
GCA_017096425.2	GCA_017096425.2	CP059352.1	chromosome	4031466	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	16	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059352.1&rettype=fasta&retmode=text	CP059352.1.fna	
GCA_017098185.2	GCA_017098185.2	CP059355.1	chromosome	3903779	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059355.1&rettype=fasta&retmode=text	CP059355.1.fna	
GCA_017098205.2	GCA_017098205.2	CP059354.1	chromosome	4069635	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	21	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059354.1&rettype=fasta&retmode=text	CP059354.1.fna	
GCA_017098225.2	GCA_017098225.2	CP059356.1	chromosome	4035631	circular	Acinetobacter baumannii	Acinetobacter	PRJNA646312	18	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=CP059356.1&rettype=fasta&retmode=text	CP059356.1.fna	
