assembly_version	organism	scheme	st	profile
GCA_015870765.1	Acinetobacter baumannii	abaumannii_2	570	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(4)
GCA_012272775.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_014705825.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_014169655.1	Acinetobacter baumannii	abaumannii_2	1548	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(3),Pas_rplB(1),Pas_rpoB(4)
GCA_012935145.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_014882805.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_015356075.1	Acinetobacter baumannii	abaumannii_2	-	Pas_cpn60(50),Pas_fusA(421?),Pas_gltA(6?),Pas_pyrG(1),Pas_recA(3),Pas_rplB(4),Pas_rpoB(4)
GCA_012934985.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_012272735.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_012974585.1	Acinetobacter baumannii	abaumannii_2	23	Pas_cpn60(1),Pas_fusA(3),Pas_gltA(10),Pas_pyrG(1),Pas_recA(4),Pas_rplB(4),Pas_rpoB(4)
GCA_015135635.1	Klebsiella planticola	klebsiella	-	gapA(~146),infB(~120),mdh(-),pgi(~170),phoE(-),rpoB(~148),tonB(-)
GCA_014322245.1	Acinetobacter baumannii	abaumannii_2	138	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(7),Pas_pyrG(26),Pas_recA(7),Pas_rplB(1),Pas_rpoB(4)
GCA_014705785.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_013372085.1	Acinetobacter baumannii	abaumannii_2	437	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(30),Pas_rplB(4),Pas_rpoB(28)
GCA_014672735.1	Acinetobacter baumannii	abaumannii_2	172	Pas_cpn60(1),Pas_fusA(16),Pas_gltA(2),Pas_pyrG(6),Pas_recA(18),Pas_rplB(4),Pas_rpoB(4)
GCA_013377395.1	Klebsiella pneumoniae	klebsiella	16	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(4)
GCA_013394285.1	Acinetobacter baumannii	abaumannii_2	16	Pas_cpn60(7),Pas_fusA(7),Pas_gltA(2),Pas_pyrG(2),Pas_recA(8),Pas_rplB(4),Pas_rpoB(4)
GCA_013283995.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCA_014705865.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_012935025.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_014171935.1	Acinetobacter baumannii	abaumannii_2	63	Pas_cpn60(17),Pas_fusA(20),Pas_gltA(23),Pas_pyrG(10),Pas_recA(20),Pas_rplB(13),Pas_rpoB(20)
GCA_012934925.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_012934945.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_016864335.2	Acinetobacter baumannii	abaumannii_2	-	Pas_cpn60(25),Pas_fusA(3),Pas_gltA(6),Pas_pyrG(-),Pas_recA(28),Pas_rplB(1),Pas_rpoB(29)
GCA_015910475.1	Acinetobacter baumannii	abaumannii_2	438	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(7),Pas_recA(9),Pas_rplB(4),Pas_rpoB(5)
GCA_015870965.1	Acinetobacter baumannii	abaumannii_2	570	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(4)
GCA_013733775.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCA_016864315.2	Acinetobacter baumannii	abaumannii_2	78	Pas_cpn60(25),Pas_fusA(3),Pas_gltA(6),Pas_pyrG(2),Pas_recA(28),Pas_rplB(1),Pas_rpoB(29)
GCA_014159355.1	Acinetobacter baumannii	abaumannii_2	213	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(7),Pas_pyrG(1),Pas_recA(7),Pas_rplB(1),Pas_rpoB(4)
GCA_012931665.1	Acinetobacter baumannii	abaumannii_2	107	Pas_cpn60(34),Pas_fusA(35),Pas_gltA(37),Pas_pyrG(1),Pas_recA(5),Pas_rplB(6),Pas_rpoB(36)
GCA_015732435.1	Acinetobacter baumannii	abaumannii_2	1555	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(181),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_014655455.2	Klebsiella pneumoniae	klebsiella	789	gapA(25),infB(10),mdh(1),pgi(1),phoE(20),rpoB(1),tonB(22)
GCA_014672755.1	Acinetobacter baumannii	abaumannii_2	52	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(7),Pas_recA(9),Pas_rplB(1),Pas_rpoB(5)
GCA_012935165.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_013737895.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCA_016919505.2	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_012935185.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_014672775.1	Acinetobacter baumannii	abaumannii_2	437	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(30),Pas_rplB(4),Pas_rpoB(28)
GCA_013751295.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCA_014705985.1	Acinetobacter baumannii	abaumannii_2	-	Pas_cpn60(490?),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(30),Pas_rplB(4),Pas_rpoB(28)
GCA_014705885.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_013784845.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCA_012935005.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_014874575.1	Acinetobacter baumannii	abaumannii_2	126	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(7),Pas_pyrG(2),Pas_recA(7),Pas_rplB(1),Pas_rpoB(3)
GCA_012934905.1	Acinetobacter baumannii	abaumannii_2	25	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(4),Pas_recA(7),Pas_rplB(2),Pas_rpoB(4)
GCA_013747515.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCA_011765405.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_014705805.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_016919525.2	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_015571935.1	Acinetobacter baumannii	abaumannii_2	2252	Pas_cpn60(5),Pas_fusA(4),Pas_gltA(2),Pas_pyrG(1),Pas_recA(3),Pas_rplB(1),Pas_rpoB(5)
GCA_011765425.1	Klebsiella pneumoniae	klebsiella	-	gapA(3),infB(3),mdh(1),pgi(487?),phoE(1),rpoB(1),tonB(4)
GCA_012931645.1	Acinetobacter baumannii	abaumannii_2	103	Pas_cpn60(7),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(1),Pas_recA(7),Pas_rplB(1),Pas_rpoB(4)
GCA_013377175.1	Acinetobacter baumannii	abaumannii_2	108	Pas_cpn60(35),Pas_fusA(1),Pas_gltA(11),Pas_pyrG(7),Pas_recA(9),Pas_rplB(25),Pas_rpoB(2)
GCA_014705845.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_016797255.2	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_013737205.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCA_015284345.1	Klebsiella variicola	klebsiella	-	gapA(45),infB(24),mdh(21),pgi(66),phoE(47),rpoB(22),tonB(288)
GCA_015476055.1	Klebsiella variicola	klebsiella	-	gapA(60?),infB(24),mdh(21),pgi(53),phoE(54),rpoB(22),tonB(288)
GCA_015278035.1	Klebsiella quasipneumoniae	klebsiella	3864	gapA(18),infB(71),mdh(281),pgi(59),phoE(31),rpoB(92),tonB(50)
GCA_015285425.1	Klebsiella variicola	klebsiella	1505	gapA(16),infB(90),mdh(84),pgi(49),phoE(194),rpoB(17),tonB(67)
GCA_011742775.2	Klebsiella pneumoniae	klebsiella	2096	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
GCA_011765385.1	Klebsiella pneumoniae	klebsiella	-	gapA(3),infB(3),mdh(574?),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_015318225.2	Klebsiella pneumoniae	klebsiella	29	gapA(2),infB(3),mdh(2),pgi(2),phoE(6),rpoB(4),tonB(4)
GCA_016753995.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_015475915.1	Klebsiella pneumoniae	klebsiella	846	gapA(2),infB(1),mdh(97),pgi(1),phoE(9),rpoB(4),tonB(13)
GCA_015644745.1	Klebsiella pneumoniae	klebsiella	-	gapA(~294),infB(~155),mdh(274?),pgi(246?),phoE(535?),rpoB(204?),tonB(511?)
GCA_017098185.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_017096365.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_017098205.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_018135585.1	Acinetobacter baumannii	abaumannii_2	221	Pas_cpn60(3),Pas_fusA(1),Pas_gltA(2),Pas_pyrG(1),Pas_recA(18),Pas_rplB(1),Pas_rpoB(48)
GCA_019903155.1	Acinetobacter baumannii	abaumannii_2	648	Pas_cpn60(1),Pas_fusA(3),Pas_gltA(11),Pas_pyrG(5),Pas_recA(111),Pas_rplB(1),Pas_rpoB(14)
GCA_017726575.1	Acinetobacter baumannii	abaumannii_2	374	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(3),Pas_rplB(4),Pas_rpoB(4)
GCA_019703285.1	Acinetobacter baumannii	abaumannii_2	-	Pas_cpn60(13),Pas_fusA(4),Pas_gltA(5),Pas_pyrG(3),Pas_recA(6),Pas_rplB(~1),Pas_rpoB(29)
GCA_019903215.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019458485.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_017098225.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_020985285.1	Acinetobacter baumannii	abaumannii_2	40	Pas_cpn60(1),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(5),Pas_rplB(1),Pas_rpoB(14)
GCA_017096405.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_021484925.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_019903195.1	Acinetobacter baumannii	abaumannii_2	647	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(6),Pas_pyrG(2),Pas_recA(51),Pas_rplB(1),Pas_rpoB(29)
GCA_020271605.1	Acinetobacter baumannii	abaumannii_2	2253	Pas_cpn60(3),Pas_fusA(4),Pas_gltA(2),Pas_pyrG(2),Pas_recA(5),Pas_rplB(2),Pas_rpoB(4)
GCA_019903235.1	Acinetobacter baumannii	abaumannii_2	649	Pas_cpn60(27),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(2),Pas_recA(5),Pas_rplB(58),Pas_rpoB(5)
GCA_017096385.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_021559695.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_017096425.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_018831465.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_018808925.1	Acinetobacter baumannii	abaumannii_2	25	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(4),Pas_recA(7),Pas_rplB(2),Pas_rpoB(4)
GCA_021899715.1	Acinetobacter baumannii	abaumannii_2	25	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(4),Pas_recA(7),Pas_rplB(2),Pas_rpoB(4)
GCA_021484905.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_019356215.1	Acinetobacter baumannii	abaumannii_2	437	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(30),Pas_rplB(4),Pas_rpoB(28)
GCA_018831485.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_019331655.1	Acinetobacter baumannii	abaumannii_2	52	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(7),Pas_recA(9),Pas_rplB(1),Pas_rpoB(5)
GCA_017098265.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_021398135.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603015.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_021019495.3	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_018831125.1	Acinetobacter baumannii	abaumannii_2	25	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(4),Pas_recA(7),Pas_rplB(2),Pas_rpoB(4)
GCA_019903175.1	Acinetobacter baumannii	abaumannii_2	647	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(6),Pas_pyrG(2),Pas_recA(51),Pas_rplB(1),Pas_rpoB(29)
GCA_017724195.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
GCA_021764725.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_020520385.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603195.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_019603115.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_018604365.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019602915.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_020520345.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603095.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_020886955.1	Klebsiella aerogenes	klebsiella	-	gapA(-),infB(~118),mdh(-),pgi(-),phoE(-),rpoB(181?),tonB(-)
GCA_020520325.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603275.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_017753625.1	Acinetobacter baumannii	abaumannii_2	1554	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(79),Pas_recA(3),Pas_rplB(4),Pas_rpoB(4)
GCA_021609965.1	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_021019455.3	Acinetobacter baumannii	abaumannii_2	1	Pas_cpn60(1),Pas_fusA(1),Pas_gltA(1),Pas_pyrG(1),Pas_recA(5),Pas_rplB(1),Pas_rpoB(1)
GCA_020906565.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_021725415.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603215.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_021387885.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019457715.1	Acinetobacter baumannii	abaumannii_2	25	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(4),Pas_recA(7),Pas_rplB(2),Pas_rpoB(4)
GCA_021730415.1	Acinetobacter baumannii	abaumannii_2	98	Pas_cpn60(1),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603075.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_019356075.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_020912005.1	Acinetobacter baumannii	abaumannii_2	437	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(30),Pas_rplB(4),Pas_rpoB(28)
GCA_017723975.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
GCA_019602875.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_021729465.1	Acinetobacter baumannii	abaumannii_2	1093	Pas_cpn60(1),Pas_fusA(158),Pas_gltA(2),Pas_pyrG(2),Pas_recA(165),Pas_rplB(1),Pas_rpoB(2)
GCA_017724215.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
GCA_017726555.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
GCA_019076685.1	Acinetobacter baumannii	abaumannii_2	142	Pas_cpn60(13),Pas_fusA(4),Pas_gltA(40),Pas_pyrG(1),Pas_recA(42),Pas_rplB(1),Pas_rpoB(16)
GCA_018454385.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_017098245.2	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_020911985.1	Acinetobacter baumannii	abaumannii_2	52	Pas_cpn60(3),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(7),Pas_recA(9),Pas_rplB(1),Pas_rpoB(5)
GCA_019603055.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_017639875.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
GCA_020520365.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019997865.1	Acinetobacter baumannii	abaumannii_2	132	Pas_cpn60(3),Pas_fusA(5),Pas_gltA(5),Pas_pyrG(1),Pas_recA(7),Pas_rplB(1),Pas_rpoB(4)
GCA_020132105.1	Acinetobacter baumannii	abaumannii_2	85	Pas_cpn60(5),Pas_fusA(2),Pas_gltA(4),Pas_pyrG(1),Pas_recA(3),Pas_rplB(3),Pas_rpoB(4)
GCA_019603175.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_020810655.1	Acinetobacter baumannii	abaumannii_2	729	Pas_cpn60(3),Pas_fusA(3),Pas_gltA(2),Pas_pyrG(2),Pas_recA(3),Pas_rplB(1),Pas_rpoB(4)
GCA_019602895.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_021312515.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCA_017724115.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
GCA_020520405.1	Acinetobacter baumannii	abaumannii_2	2	Pas_cpn60(2),Pas_fusA(2),Pas_gltA(2),Pas_pyrG(2),Pas_recA(2),Pas_rplB(2),Pas_rpoB(2)
GCA_019603255.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCA_017726495.1	Acinetobacter baumannii	abaumannii_2	622	Pas_cpn60(3),Pas_fusA(12),Pas_gltA(11),Pas_pyrG(2),Pas_recA(14),Pas_rplB(4),Pas_rpoB(14)
